Unique id,word,frequency
cd56f61a-1214-4d56-887f-43aafca179ed,dilivery,4
d000b2de-164c-4dce-961b-ba504bf597f2,pickup,4
f7997090-ed2e-4193-aacd-b7e70f90cda5,worst,4
c047803d-bd3f-4a24-8f4d-2d6abe182b6f,issue,4
fce43b7d-5009-4062-b00a-917390adf3ca,delivered,4
e7ccec0f-7b77-40d0-9072-189e225b80fd,th,4
4af1ae8d-d446-4c41-bdaf-f98cee5e878a,facility,4
5dfa8cb8-9867-46fb-ac1d-6b68a4848fd7,told,4
44c5cb85-910b-436a-b39e-42ffbdbd3ed5,images,4
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,plz,4
95031f7b-1bce-43a2-bfa8-bf2515d50340,saying,4
44c5cb85-910b-436a-b39e-42ffbdbd3ed5,time,4
aff211d0-e49e-4838-b4d6-d01f1c49f951,thank,4
638a26b0-eebb-4bea-8125-f93ad4676412,order,4
d4d0c3f1-e7a2-41d4-b377-088b4c990f6e,ut,4
e2a07ddd-9db5-46ea-bc88-c161c9e29210,th,4
505e98d4-ac32-4012-8a87-c5cd88bbdaa6,worst,4
e012262f-d306-4f09-a074-e3d414a488f5,exchange,4
a3ddac8e-70a9-4903-91b3-cbe04625c271,delivery,4
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,order,4
5dfa8cb8-9867-46fb-ac1d-6b68a4848fd7,taken,4
3538f669-44a3-4af7-861d-e7663743b2ed,exchanged,4
edf99a02-ab10-42df-8389-b7a615d52ef2,good,4
745cc536-1044-4f52-ac04-20abcb5158dc,order,4
d28b1a18-33ac-43c0-a0e8-771d3a369aed,hi,4
5fa4335a-3d36-4b1e-a130-060cdc0c3fac,delivery,4
b27e8a15-5d9e-424a-8a16-ef41f105b6aa,delivery,4
8ead29e8-e404-44c8-a294-8821b2b26370,order,4
0e105820-3f04-4662-87b2-474417fa12aa,help,4
85401746-d42a-412a-9371-1fd4c52029ab,order,4
c6e42cf0-9ffe-49ba-b4ca-1ef7585517de,order,4
678efe79-7cde-42e9-8ed2-c2b0afc1ab98,delivery,4
812324a4-9471-48fe-8faf-36ccebc4fd12,order,4
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,option,4
fa7abdae-06aa-453f-9d4c-4ffff5376fe1,order,4
bc37de32-c979-47a4-aee5-c74edd997b5d,order,4
3d7b7315-c45e-4d56-bfe1-f8e1992a9dbf,delivery,4
3538f669-44a3-4af7-861d-e7663743b2ed,exchange,4
940d3885-346d-4e3c-9bfb-f4945a962a34,request,4
944eb092-615e-45d7-852a-c90767b92f1c,packing,4
38cdfa93-e129-4846-953c-88f0ed233e69,delivery,4
3d7b7315-c45e-4d56-bfe1-f8e1992a9dbf,se,3
8bf40a4f-a05e-4c73-a5a6-fc6bc6d588ef,seal,3
71982574-188e-46fc-a381-9279a8477a98,issue,3
a9224b6a-823b-4652-bbd7-f96672649936,delivery,3
51287c15-b4d7-4039-8625-b4725bd7cafb,issue,3
152a0114-7c35-41dc-b425-707c7e3dd94b,thanku,3
3cab58f6-0b52-4b0c-8027-2a372135f038,gets,3
5dfa8cb8-9867-46fb-ac1d-6b68a4848fd7,delivery,3
a92045f6-09b1-4fc5-b7a3-4f3e7617bab0,hai,3
9d818a0b-7d1b-4605-b069-97d5bdd7267f,good,3
e75652b3-1c4e-4b5b-922a-851de7eeb193,guys,3
4883d0f6-a54e-43fc-a50f-7a9a64e85a97,app,3
7225fe5e-ad88-48fe-a80f-cb483bd110ab,incharge,3
fce43b7d-5009-4062-b00a-917390adf3ca,issue,3
f5c30d82-3301-47b7-88b6-9243f26b0902,issue,3
fcca775d-9e90-4890-ba03-dbe1b7d5c6f2,check,3
649e143f-2592-4da1-be8b-32d72a847935,delivery,3
74fcd0f2-577d-46b5-8287-8f01ee16e12a,add,3
fef6c6ea-c17a-4ab3-b46f-fc1aace638d0,policy,3
b0c65762-1284-4e55-a575-66cd3c9f922d,help,3
a32484b7-eac0-488f-b6d0-c4e41c390c72,cheated,3
d511ce56-2f67-4a08-af14-3515e40e37f3,policy,3
fcca775d-9e90-4890-ba03-dbe1b7d5c6f2,return,3
6f71b256-3d95-4707-994d-4c151001abe6,return,3
f8a3f402-58ed-4f66-9648-36f1238c104b,issue,3
940d3885-346d-4e3c-9bfb-f4945a962a34,issue,3
407f6342-767b-40db-a616-7e3a38011bea,status,3
6cec4ca5-6980-4e3c-9b23-c860975f23dc,delivery,3
940d3885-346d-4e3c-9bfb-f4945a962a34,did,3
dd06e662-5dc3-478f-b1d0-d2a9886bfcde,details,3
e60ea069-3ac9-4240-b7ef-aeb4e52c5100,superbuy,3
74fcd0f2-577d-46b5-8287-8f01ee16e12a,supercoin,3
777e7499-d21a-4372-ad19-99a7efbe4f50,ai,3
547c09a1-49bc-498c-87f8-45a78286928f,contact,3
8ead29e8-e404-44c8-a294-8821b2b26370,given,3
13310887-f5ec-41d9-9914-2ee19c98e174,issue,3
ae825efe-4d07-42dc-acf6-77f64983fdc7,delivery,3
e2a07ddd-9db5-46ea-bc88-c161c9e29210,message,3
3cab58f6-0b52-4b0c-8027-2a372135f038,th,3
de232945-9c29-47f4-b3d5-17e42a27389e,information,3
2808cdb6-c300-4f40-8f21-516ab5961166,support,3
dbcd0a2e-9baf-4ae2-83fd-b97de4dab50a,delivery,3
b4212b19-d6f9-4cef-a87b-461fb5055272,problem,3
95031f7b-1bce-43a2-bfa8-bf2515d50340,mentioned,3
0866b017-441d-4e39-a238-23813dde8a40,support,3
4a63c40b-f6e3-4d45-9fa8-22099e44a32b,technician,3
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,website,3
3538f669-44a3-4af7-861d-e7663743b2ed,did,3
9e1edd56-bd73-40e0-a11f-87ac20081632,fake,3
e5f080f8-844f-4266-abbd-ae0e7f643a17,team,3
bd8d83fd-61e2-4222-95a3-865382aa7aee,issue,3
b376c7b6-3cd7-47e3-81c4-a6528cf6cf50,information,3
668d987b-94bd-47d4-ac8f-10faa5d127a8,female,3
219fbfc8-0717-4d18-b771-034f56eb7e5e,issue,3
d2cd8155-ff8e-4286-9cc0-22a15ef3160f,delivery,3
84af96da-d334-4ad3-9eaa-fdf70a9b3912,thanks,3
95adef91-2582-4e91-b6b8-32ecfe7cdd63,issue,3
51287c15-b4d7-4039-8625-b4725bd7cafb,didn闁肩儤甯,3
3e7c6732-cc89-4c7c-aa56-6ae159e3b748,company,3
a32484b7-eac0-488f-b6d0-c4e41c390c72,didn,3
1581cd0d-ab2b-4ef4-97c6-b925d6de6265,working,3
0e105820-3f04-4662-87b2-474417fa12aa,didn,3
371c5819-cdce-45c0-ac2f-519b2fbdc52c,contacted,3
70efec8b-1fd6-466e-851b-5e7cde509a29,issue,3
af3b599d-e9bb-4227-8123-0dd77ace9e53,got,3
a60a3e15-0c1f-4046-9229-33597c274bcf,issue,3
4af1ae8d-d446-4c41-bdaf-f98cee5e878a,shown,3
4f562e81-ccfd-48fe-bb59-2e18a954b83b,shud,3
ea22e11d-e0e4-49a7-a289-e85ef86292bb,order,3
edd51740-2c32-44ea-9bc2-18b8429af754,order,3
dbbb991b-0a39-4998-b189-8270654e46b1,services,3
940d3885-346d-4e3c-9bfb-f4945a962a34,page,3
d21c6e77-d7e4-47f7-ad2d-88cc0dd20332,services,3
774220b0-62a8-4e00-8a62-a46b9e822f88,order,3
fce43b7d-5009-4062-b00a-917390adf3ca,replacement,3
0fe6afe0-4831-40c2-847d-ef9245eb6962,option,3
505e98d4-ac32-4012-8a87-c5cd88bbdaa6,replacement,3
b3c9f207-c58d-4a54-a8aa-f74fa9d1800a,option,3
85401746-d42a-412a-9371-1fd4c52029ab,sir,3
4abe7527-174f-454a-9c8d-4b8f82d9af13,executives,3
84af96da-d334-4ad3-9eaa-fdf70a9b3912,good,3
a32484b7-eac0-488f-b6d0-c4e41c390c72,pathetic,3
6cec4ca5-6980-4e3c-9b23-c860975f23dc,ut,3
44c5cb85-910b-436a-b39e-42ffbdbd3ed5,opened,3
8d2c31af-ce47-4dff-b405-bf4219213d5b,best,3
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,know,3
505e98d4-ac32-4012-8a87-c5cd88bbdaa6,bought,3
806d19e6-8eea-408a-857f-81c21c1ef9c4,old,3
8e228b31-ccd2-4c02-a4f1-607fb440091f,understand,3
eb96bf7c-a1e5-461f-8013-7460bb4a39dc,behavior,3
40887db8-2a49-407a-bfff-2562ad82a867,box,3
659cdd9f-fae4-4855-968f-af16d772f0f1,order,3
cd56f61a-1214-4d56-887f-43aafca179ed,order,3
84b03b33-5c80-4c61-9d3b-e61cf1c82739,like,3
33669dc8-d8b5-41cb-afda-c136a959653c,like,3
0f8d062c-0a79-46e5-ace0-4be6183adc96,order,3
276655cb-0b58-4e2a-9662-4624bf477a72,request,3
767722b3-e817-410f-aad2-0d76a8a8638c,bahut,3
e60ea069-3ac9-4240-b7ef-aeb4e52c5100,ordered,3
193050e2-846f-4ead-81e3-264b8a8d0a85,bad,3
942fef2a-a9ed-4aa5-8c34-5e860f14eb70,basket,3
a02032b6-df08-4542-94f1-d474159bc966,ordered,3
89d2381a-f89f-4fc5-9bfc-ad7662723b2e,request,3
940d3885-346d-4e3c-9bfb-f4945a962a34,like,3
7948c8ca-451b-4da0-98de-529f7fffc470,like,3
cf7b5fe8-0486-4d29-a686-4a0de7e54316,order,3
942fef2a-a9ed-4aa5-8c34-5e860f14eb70,orders,3
e8be6c20-76d4-4330-9378-a8c183386755,short,3
30cdbcc5-7a07-4c4d-9672-a3ad55bc57a3,exchange,3
b98e3f90-8d39-4ccb-8602-7bf7c985f46d,request,3
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,exchange,3
47aa1f24-fdc8-41d2-be17-d5bca2ea4b51,order,3
fe430406-dc72-4268-97c8-f0e87daaff94,services,3
b27e8a15-5d9e-424a-8a16-ef41f105b6aa,town,3
7703e11f-c80f-49f6-98e3-fb607c7d2bfd,good,3
a02032b6-df08-4542-94f1-d474159bc966,son,3
cd56f61a-1214-4d56-887f-43aafca179ed,time,3
638a26b0-eebb-4bea-8125-f93ad4676412,cancellation,3
63454279-c449-49b6-8585-4a437cc6daf5,items,3
2808cdb6-c300-4f40-8f21-516ab5961166,team,3
d3d2de05-1dce-488d-8c23-463619935f4e,experience,3
d4685251-16b0-41ec-ad02-d81bc2c6279d,good,3
fef6c6ea-c17a-4ab3-b46f-fc1aace638d0,item,3
0f8d062c-0a79-46e5-ace0-4be6183adc96,cancelled,3
61c62deb-9593-4199-b90e-dc4c243dbb2f,good,3
638a26b0-eebb-4bea-8125-f93ad4676412,item,3
4abe7527-174f-454a-9c8d-4b8f82d9af13,solved,3
ae1e463f-a4d8-44bd-bf87-29e5c38f4c36,sellers,3
d1372236-b49a-4dce-be87-3278ecd5cabb,time,3
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,time,3
fcca775d-9e90-4890-ba03-dbe1b7d5c6f2,item,3
bcced834-3e82-4cbd-a212-47667bac0605,received,3
55254fdb-4c8d-49e2-aeec-e794607ace73,expire,3
f4ece9aa-e727-4c51-9f0c-f9079d260c1f,case,3
3538f669-44a3-4af7-861d-e7663743b2ed,resolved,3
3e5731ea-b8b4-4eb7-ac58-fdd37af4eb88,good,3
3acf4a33-8383-4326-bfff-fec98588c45a,dnt,3
6b92b6e9-e8aa-4eea-a56b-4131241cbcd4,change,3
f4ece9aa-e727-4c51-9f0c-f9079d260c1f,time,3
8ead29e8-e404-44c8-a294-8821b2b26370,time,3
5dfa8cb8-9867-46fb-ac1d-6b68a4848fd7,boy,3
3896cefd-fdee-4693-b497-9ffc31055192,times,3
407f6342-767b-40db-a616-7e3a38011bea,boy,3
99a25d09-3029-4fa9-b9f4-20f9e15b8050,senior,3
92e550d8-17ca-4673-aabb-abf9b1f5f058,senior,3
99a25d09-3029-4fa9-b9f4-20f9e15b8050,solve,3
95a006f2-74ad-402b-a882-0364e35583c0,ka,3
d28b1a18-33ac-43c0-a0e8-771d3a369aed,ka,3
fcca775d-9e90-4890-ba03-dbe1b7d5c6f2,pick,3
3e7c6732-cc89-4c7c-aa56-6ae159e3b748,experience,3
44c130e9-73f5-4f21-ab83-18f34edf83c3,buyers,3
3ab3c675-e131-4aa7-9aea-1be70c8a4e45,told,3
d1771c5d-0ebe-4450-8d72-194e7c6907cb,solve,3
a71453f2-8e69-45be-8fb2-190383049355,just,3
f1f8fdc8-ad77-4a7e-a0eb-8c6183d8f6b0,numbers,3
940d3885-346d-4e3c-9bfb-f4945a962a34,refund,3
357f5faf-eb22-40f6-9574-df571662c2be,wait,3
08481707-2861-4129-9e55-20b34432c909,today,3
407f6342-767b-40db-a616-7e3a38011bea,pickup,3
4a15e74c-74f3-4854-969d-89e1710a2dff,pickup,3
e7ccec0f-7b77-40d0-9072-189e225b80fd,pickup,3
fef6c6ea-c17a-4ab3-b46f-fc1aace638d0,good,3
ae91f703-9e80-4ada-b199-ef7f164335c9,july,3
c047803d-bd3f-4a24-8f4d-2d6abe182b6f,team,3
4abe7527-174f-454a-9c8d-4b8f82d9af13,days,3
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,return,3
b5e3362b-7558-4207-81d8-96c6c683cbba,customers,3
8bf40a4f-a05e-4c73-a5a6-fc6bc6d588ef,tag,3
a82ead7a-1ddd-42e2-a903-24ac3314a346,tablet,3
60c1e837-7cf8-46c7-9b1d-c0f42fbeccf8,delivery,3
505e98d4-ac32-4012-8a87-c5cd88bbdaa6,process,3
51287c15-b4d7-4039-8625-b4725bd7cafb,yr,3
2b46fcf0-4aa5-4cb1-b314-194c61698a8c,delivery,3
719158d7-2acf-40b6-8fb4-0c236e9276e6,delivery,3
92f722b0-7b9c-42c0-838c-8c6463f73a4e,崺妞,3
bcd3feb9-c065-49a8-be1b-5b2fbf7489b5,return,3
99ba25f1-6a36-4ab9-a0be-2c1109d4082c,delay,3
3ab3c675-e131-4aa7-9aea-1be70c8a4e45,return,3
63454279-c449-49b6-8585-4a437cc6daf5,day,3
4abe7527-174f-454a-9c8d-4b8f82d9af13,delivered,3
633bef09-708a-4ef1-8a2e-d9716099a5b3,delivered,3
74fcd0f2-577d-46b5-8287-8f01ee16e12a,deal,3
b65c57c6-e64c-4185-be83-76e65fba5e5e,delivered,3
93591923-17ec-4b68-a8ac-587873cfe668,nd,3
fd7e6d24-aa18-4c01-8411-7e36210e69eb,return,3
d586e4a2-0bf2-4429-956d-c756aebe4346,date,3
95031f7b-1bce-43a2-bfa8-bf2515d50340,talked,3
b376c7b6-3cd7-47e3-81c4-a6528cf6cf50,wrong,3
8bf40a4f-a05e-4c73-a5a6-fc6bc6d588ef,rvp,3
e4dcdd00-0b39-49fb-9166-6e953ecab5e2,delivered,3
8098fd75-d15f-49e1-bde6-f5977de7e276,problem,3
4a63c40b-f6e3-4d45-9fa8-22099e44a32b,return,3
0e105820-3f04-4662-87b2-474417fa12aa,deliver,3
143245de-e3b6-4162-9583-4d58ebbfa139,food,3
0a8104c4-aa51-4244-8bbf-4187181fc8dd,return,3
00de2c4a-c133-40a5-a77f-10b7d863e34c,mistake,3
1b431db0-6edc-4130-bd90-5d1056a35d9c,helped,3
eb96bf7c-a1e5-461f-8013-7460bb4a39dc,delevery,3
be4a5ed5-bab3-44da-8378-5607aa7b58c7,days,3
3538f669-44a3-4af7-861d-e7663743b2ed,xxl,3
63454279-c449-49b6-8585-4a437cc6daf5,multiple,3
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,said,3
95031f7b-1bce-43a2-bfa8-bf2515d50340,cut,3
e01a7b15-1420-4618-8be4-73bc03797536,moto,3
e012262f-d306-4f09-a074-e3d414a488f5,return,3
be2b0081-2205-4c42-a575-51d8060d3400,return,3
64912604-c65c-4ee1-96a9-0efbb767debd,return,3
371c5819-cdce-45c0-ac2f-519b2fbdc52c,days,3
74df204b-1688-4253-b7a7-1d3bee946936,delivery,3
bcced834-3e82-4cbd-a212-47667bac0605,return,3
be7c4b5a-a178-4821-872b-3c000698aba8,delivery,3
774220b0-62a8-4e00-8a62-a46b9e822f88,delivery,3
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,fit,3
8fddda3b-9999-4939-93aa-1974bcdaa13f,customers,2
8098fd75-d15f-49e1-bde6-f5977de7e276,just,2
eb80e022-5eed-4773-b2fe-5bf436b5b860,products,2
28c2bbb8-1e98-4ecb-8eda-a75ea81d91bf,refund,2
92dc42ab-07a8-4651-bad7-0fe447193a04,just,2
bcced834-3e82-4cbd-a212-47667bac0605,kindly,2
0d4135f1-82b9-4743-ab4a-be1c12fb625a,good,2
539aaee7-1a4d-46b3-98ea-e7ac0a823e51,defective,2
bc9d9fa8-e932-4ff2-8006-bf0b9942c3f0,hope,2
b65c57c6-e64c-4185-be83-76e65fba5e5e,products,2
41e18318-f554-43e0-aace-24537be67b3e,solve,2
d0156096-a851-49a2-903e-66cc6e2a7f14,just,2
a82ead7a-1ddd-42e2-a903-24ac3314a346,buy,2
633bef09-708a-4ef1-8a2e-d9716099a5b3,products,2
812324a4-9471-48fe-8faf-36ccebc4fd12,kindly,2
0d939436-8976-4a3f-a84e-7cf92c537f71,ka,2
4494d64e-adab-428a-9c72-10e84672c67e,buy,2
63ceb02b-c56d-4974-acfa-7df3bde101df,ka,2
516af6f9-1eda-44ad-87e0-2d3f22844035,buy,2
7fcce7ef-fd87-485d-bd46-4aa6e63f45af,ka,2
22a54d5f-3268-43be-8290-f6518d350182,good,2
6f71b256-3d95-4707-994d-4c151001abe6,pick,2
3d7b7315-c45e-4d56-bfe1-f8e1992a9dbf,kiye,2
ce7e266f-36a3-4abb-a3f4-6a9f503a5f4d,today,2
52d16083-7a99-40dd-9263-c70468a0fdca,good,2
638a26b0-eebb-4bea-8125-f93ad4676412,transaction,2
2b62d954-7b80-4c2b-9a4e-547ac613f191,just,2
3ab3c675-e131-4aa7-9aea-1be70c8a4e45,picked,2
af33f96a-7c08-457a-9370-f2ee3f33129e,good,2
38cdfa93-e129-4846-953c-88f0ed233e69,called,2
89081703-9372-4eaf-85e0-257c7fddc811,delevery,2
33669dc8-d8b5-41cb-afda-c136a959653c,today,2
aded254e-d6ed-4736-bac2-59bf06d40c26,just,2
036f9467-3923-4e84-b89b-c2f7e3e1452c,just,2
143245de-e3b6-4162-9583-4d58ebbfa139,products,2
f0ce89b9-ed10-4dac-ad89-d10a4bcfe96e,good,2
af3b599d-e9bb-4227-8123-0dd77ace9e53,pick,2
d28b1a18-33ac-43c0-a0e8-771d3a369aed,kiya,2
407f6342-767b-40db-a616-7e3a38011bea,pick,2
6fe31ec2-cb1c-4e29-854e-1bfcfe31a4b4,solve,2
da73779e-f03d-43f9-97fe-59c3d2366990,talking,2
940d3885-346d-4e3c-9bfb-f4945a962a34,buying,2
85b17929-afc9-42e4-993d-05e7e5ba2060,regards,2
e75652b3-1c4e-4b5b-922a-851de7eeb193,customers,2
f4ece9aa-e727-4c51-9f0c-f9079d260c1f,just,2
0b7e5075-b5a7-4859-81ec-d21218cae229,buyer,2
44c130e9-73f5-4f21-ab83-18f34edf83c3,buyer,2
fd51c255-941a-4de9-83ac-8b5a1ca61ce3,good,2
e012262f-d306-4f09-a074-e3d414a488f5,customers,2
48343a75-64b4-49eb-9d0d-82a6c7fa0c42,kajal,2
bbe6629b-0f9c-4b5e-828f-fe5e42f1af2b,kind,2
8d9d543a-f4d6-4a73-95f1-ba2b9f58946b,kg,2
bcced834-3e82-4cbd-a212-47667bac0605,box,2
d2cd8155-ff8e-4286-9cc0-22a15ef3160f,kg,2
7fcce7ef-fd87-485d-bd46-4aa6e63f45af,ki,2
7976d13b-3fa0-45b2-8eb5-bd0f436a619f,good,2
ecec1e49-fdf9-48a3-b289-23527eccd1a1,brass,2
5fa4335a-3d36-4b1e-a130-060cdc0c3fac,early,2
3e7c6732-cc89-4c7c-aa56-6ae159e3b748,hope,2
bcef017f-e4da-4c05-9e83-ba550ed546fa,brand,2
338a6e5f-40a5-40b8-ac3a-63b86e5cbace,brand,2
2b62d954-7b80-4c2b-9a4e-547ac613f191,persons,2
16081aed-0b25-41a7-b7ab-53011ebe77d8,kind,2
40887db8-2a49-407a-bfff-2562ad82a867,told,2
96bdea28-513e-41b4-9f6f-2a88f18d6851,boy,2
7cf1b484-8871-4e4c-99a9-39c68ec871e9,good,2
6b907400-76ee-4784-9141-da353c76f291,solution,2
dd06e662-5dc3-478f-b1d0-d2a9886bfcde,regarding,2
ff9bb4e5-d4dc-4e4d-bbb9-4c89c96dae37,boy,2
2de51a80-4c6d-4e3c-be5f-dd8c33572546,perfume,2
a12aa24a-c65f-4d13-bb63-05b693dddc86,boy,2
8b40d163-7c30-496d-bb75-351ecdad96a3,boy,2
eb96bf7c-a1e5-461f-8013-7460bb4a39dc,boy,2
ef2b242c-ec45-4123-a439-9a6a5f4b3009,customers,2
2b5dad98-5b75-4b18-89ea-d2b20106ba81,provided,2
92e550d8-17ca-4673-aabb-abf9b1f5f058,earlier,2
12a2a1f5-3083-4555-9e10-e44ca8bb4c7f,kept,2
e7da47a6-0cff-4bd1-9a12-06201fea720f,good,2
4017e4da-9a3f-4f74-9ed9-b94114214899,good,2
9cdc664e-4f6d-493d-9a36-9d8f70d14f0d,products,2
33669dc8-d8b5-41cb-afda-c136a959653c,told,2
fef6c6ea-c17a-4ab3-b46f-fc1aace638d0,refund,2
539aaee7-1a4d-46b3-98ea-e7ac0a823e51,duplicate,2
8f28e855-df16-4b07-a30c-7cbd884c897c,box,2
3538f669-44a3-4af7-861d-e7663743b2ed,phone,2
5fa4335a-3d36-4b1e-a130-060cdc0c3fac,bt,2
f107fee5-a1cb-41ed-99cd-5585a865a8e2,tomorrow,2
aded254e-d6ed-4736-bac2-59bf06d40c26,kindly,2
3dea1417-c9ab-4b85-a3c3-7271be5ae957,phone,2
3b4accac-7e37-4aa4-a601-9366ff073781,ke,2
e4dcdd00-0b39-49fb-9166-6e953ecab5e2,products,2
5982642d-61fd-4cb6-9697-739c41c27f5e,tqsm,2
4402b0f4-97bb-4dac-aa5b-2a6ffacdfb8f,brother,2
8678fcb4-8eb2-4c26-977c-df7fa35f49ff,customers,2
a45261fd-7aa5-4563-b5b3-2cb68f1b1ebd,cut,2
b50c7406-60a2-48c9-9423-dbef46bb8977,called,2
3a6bfd22-0ef7-41e4-b116-14168c8d28ef,delay,2
69646724-5f84-456c-8c16-ea4125346fad,solve,2
44c5cb85-910b-436a-b39e-42ffbdbd3ed5,box,2
0c64293b-a56d-4490-9221-98c598776b27,box,2
60cd3821-7882-4796-8c64-07387055df42,broken,2
95031f7b-1bce-43a2-bfa8-bf2515d50340,phone,2
8721012d-83d5-4029-9253-ad7e8320cea3,delivery,2
41ff91c5-8f3a-4c2e-8c79-cbd3239f77fc,just,2
806d19e6-8eea-408a-857f-81c21c1ef9c4,just,2
55254fdb-4c8d-49e2-aeec-e794607ace73,jeeves,2
0816bc7c-2875-4574-a536-17eb7c963338,process,2
55254fdb-4c8d-49e2-aeec-e794607ace73,purchase,2
44c5cb85-910b-436a-b39e-42ffbdbd3ed5,platform,2
0f57264e-cf84-4108-9b00-11c4686a5629,platform,2
942fef2a-a9ed-4aa5-8c34-5e860f14eb70,cancellation,2
fcca775d-9e90-4890-ba03-dbe1b7d5c6f2,it闁剧粯娲濋崝鍛存嚇閻,2
de232945-9c29-47f4-b3d5-17e42a27389e,got,2
05a28beb-77ec-4c96-9d47-9e6f363e3bad,curtain,2
aff60e6f-20c9-4c5d-ae72-c8e68940fd44,time,2
8b40d163-7c30-496d-bb75-351ecdad96a3,time,2
4f34f3d7-81cb-4bd9-8d40-9552d18e6020,plan,2
942fef2a-a9ed-4aa5-8c34-5e860f14eb70,canceled,2
eb80e022-5eed-4773-b2fe-5bf436b5b860,jack,2
fe430406-dc72-4268-97c8-f0e87daaff94,time,2
cfe1f03f-df22-410a-bfc4-6927525bf421,cancel,2
cd56f61a-1214-4d56-887f-43aafca179ed,cancel,2
086e10d5-8b00-446c-8736-b1fb1b917887,don,2
34cfcad6-3d7d-4093-a123-4b8560be6403,jatin,2
6cec4ca5-6980-4e3c-9b23-c860975f23dc,don,2
e6447cc2-b222-4342-bd9d-20269b9f8c7a,don,2
8eaf56ee-d6a3-440f-bb83-32e1581161a2,time,2
d586e4a2-0bf2-4429-956d-c756aebe4346,deliver,2
85401746-d42a-412a-9371-1fd4c52029ab,cancel,2
3a6bfd22-0ef7-41e4-b116-14168c8d28ef,cancel,2
63454279-c449-49b6-8585-4a437cc6daf5,time,2
