Unique id,Customer Remarks
4219604b-af2f-4777-b06d-5d3f13af52fe,Executive was good and professional resolved my query but he was unable to address my doubt about FK services.but overall good ??
3cab58f6-0b52-4b0c-8027-2a372135f038,"Ordered on 27th with expected delivery on 29th. Put for delivery on 30th, no call, gets undeliveredDelivery agent confirms address on 31st but doesn't pick up call, marks undeliveredOn 1st, gets undelivered without a callOn the 2nd gets cancelledYour so called senior support agent   is absolutely horrible and even ridiculed by pronuncing my name at the end. This rating is for him and your service with it.Not only is your service pathetic, but so are your agents.Terrible service and experience I've had"
e2f43251-51ef-458e-a816-b0647c630925,I am happy with customer service
ecb32d25-c63e-4417-b649-77370b4dd303,Recently I talk to the customer support service your behaviour of your employee was soo polite and mannerful hats of to you man thanks for solving my problem stay blessed ??
9168fc6c-3e1f-40f2-8906-6d40ed713820,Front end support executives don't know what to do when we ask for solution 
e8ee6f9e-930a-4d97-8cb0-7fe1f5bee4d6,Nice customer service
692a9992-bb36-4898-96b7-d0ed18ed768a,This is disgusting....worst....not solve my problem....and customer support executive talk in unmanned way.....
96abb7c4-1308-42f6-9bfe-7ac742e58b55,Good Interaction with executive
774220b0-62a8-4e00-8a62-a46b9e822f88,When I order they show me delivery after 2 days and once I made full payment in advance they show me delivery after 4/5 days and today when I receive my order that delivery agent is not received call totally useless services I'll never order again from Shopzilla 
627698f6-57e7-4db7-be09-c9e4693e2f7f,Sir I have ordered two libas kurtas and wrong product send by seller in both the parcels . As per my complaint Only one parcel is showing for refund and I want my total money of two parcels .
c8cb8364-6da9-45c7-8433-4b78169220d2,Customer executive was polite and skillful but I'm really not very disappointed with Shopzilla sellers and their post delivery service.
1bb50b47-f8b2-43ab-b011-e1992b7898fd,"Nice to talk with you Miss  , After some Lil long conversation make me smile on my face with your resolution.Thank you. "
8254aac9-096e-4e85-b747-776b4701188b,Very good experience with this... She is very kindly talk with me thank you   ??
8966bc27-d21d-478d-b561-43f1171426ab,It is the duty of the customer care people to help the customers and they are doing their duty very well. Thank you Shopzilla for helping us. 
3467facb-7581-44ec-85c5-eb8119d3fb31,Customer care madam very good person.. she solve my issue ????
1d18740a-e23d-41ac-baf8-585a0231ba0e,Customer care services is very good
60c1e837-7cf8-46c7-9b1d-c0f42fbeccf8,If a delivery agent didnt contaceted customer and he himself says that customer rejected the product qnd cancelled the order placed without reaching customer is highly unethical and these delivery agent are giving false statment on customers. Shopzilla should make stronger policy to take care of these kind of issues that customer faces from delivery agent.
58f3c8ff-2e2d-4bfe-829c-db3495f5e1ec,Costomer care agents behaviour is so nice ??
357846b0-eedd-43b3-a948-303dd2491c6d,"Thanx for happing nice person,??"
0e7460d5-50e7-4c45-a85b-18e05720f397,My query was not solved but I knew the value of feedback how much Dsat gave the dent to an agent but I M not satisfied so take it as begging
499c4d9d-cf93-484c-981b-5a49172c5eca,Good to talk u
88a1b136-1fec-4b02-8364-37166f41e7bd,"CUSTOMER CARE AGENT VERY GOOD SERVICES,BUT Shopzilla COMPNY NO GOOD"
e0dd1e4d-6e78-4ce5-9afb-d00e8a54b7a0,"So happy to got a call from the customer service. The customer service boy understand my problem, help me to solve my problem. Thank you Shopzilla "
25a13ef5-5d2b-4764-8251-80ea44cd2528,Strong action should be taken against fraud delivery agents.
596c6274-11f6-43f1-97f5-6630298d757c,Customer  executive was giving wrong information to me
62e0082e-5ec7-440f-aa5c-3e25323170b9,My issue has not been resolved yet and I am facing so much trouble for the same. I don't know why the executive has disconnected the call in between the communication.
3183c0ac-e786-4514-8278-8bdac38aa78d,"customer care high authority is very good and polite ,solve my problem in a good and effective manner, provide me accurate information about my quaries"
36d1ed95-e3f2-4e71-a16a-32c3b951050f,The agent was polite and helpful..
6e376cc3-fca0-46f4-b8c6-bead0e4f09dc,"Sometimes i felt i am talking with some startup company, that has so many loopholes, Customer service people shows that they dont know anything and backend team is like a Govt Employee in some Govt Bank. I dont know how many times i have to call you guys for the same issue. Shopzilla future is very dark, better learn from SuperBuy or  , how to handle and fix the issue on time.   You "
431b2321-fcc8-49b4-9d1b-c9a6bbf4478c,"Ensure to enforce policies that panelize sellers who don't list their products properly, incorrect description or misleading images"
d0e2991d-2465-447f-9c1b-c1e51286e7dd,Thanks for slove my problem nd customer service also good 
8647478a-5255-4ebb-99f0-27c234ea6512,Happy with Shopzilla Shopzilla and customer service.
3cd1efa7-f19e-4a0f-8f9b-1da5b3c154f0,This is good person 
e8379c97-07e6-4bd3-ad40-3cb702a4a1d4,Nice talk customer agent
645ccb74-40f8-41d0-ac86-cab54b226dfe,Wrost customer care executive not interested to resolve query doing timeeeee passss only share this that executive.
3eb5611d-2652-46fb-8d63-c85ad6cdd3a2,I am tired of contacting customer service executives and not resolving the issue after contacting multiple times
6bcab5ce-c189-49d7-a308-8ed3690c0e5e,Polite person very nice to talking 
b77190e9-992d-49a0-97a2-d9ae7fbc3bb7,Bastard executive third class service by Shopzilla
c78c26cf-0909-4aba-beb9-8973e25b22b3,It's awful that half of the items from the order goes missing. Plus the effort to reach out to the customer support and delivery executive is just on another level... Never going to waste my time and money on Shopzilla again ever.The last lady was the o ky person amongst the last 3-4 calls that could atleast refund my money.
aa34502e-5cf8-46f3-8d33-ef9864cfbee4,Nothing to say Worthless services from seller point 
b54e2808-7d2d-4dec-bf77-220e963ca6e8,Thank you for customer care executive
4ffb94a4-8c56-4117-b2ba-44e319ef250f,My problem was not resolved.As per my assesment customer care has no power to resolve my issue. So i will file consumer case
b781e6eb-3468-4d7d-a7dd-fef5a2023cda,Customer care are very good. But problem is not solved yet.
57498bda-bd0d-4cfa-99c4-fed1cb6d640f,"Senior executive was not trying to help me out ,she only says casually that sir please wait ,but didn't proving any solution.she don't wanna listen any thing,she only thing same word that wait.very poor system of Shopzilla if they don't have capability to deliver order in a time so why they given assured delivery and anything earlier they cancel my one order from Shopzilla end and now it's second time that they doing same with me same procedure ...very pathetic system and very worst system "
7595939c-dd1e-466f-ab23-59dae3ec74eb,I am really happy to talk to her about my product problem 
5ab71852-04f3-4d84-b2a6-992e4d44ed1f,Thanku customer support executive ???? you solved my problem 
e60ea069-3ac9-4240-b7ef-aeb4e52c5100,"This feedback not to the executive but it's too Shopzilla, I have not ordered my order from SuperBuy because u guys were delivering one day prior to SuperBuy and now it's completely delay by 3 days. It's not acceptable, needs to understand few things we ordered to get on time due to some priority. After a long time I have ordered from Shopzilla but u guys disappointed completely. I m using SuperBuy only due to quality of service and they are very very far better then Shopzilla. "
c8e90b0b-2b93-4be8-a139-7c8473481f47,"Very good solution provide by staff, Good gesture keep it up "
8a52db0e-f8aa-40c1-9929-2d8961be31a2,"If not return, an exchange offer must be there for any order. And a verification and of the seller and quality check must be done before let them sell things. Many of us are having issues of getting wrong or less products on Shopzilla. It needs to be checked and those sellers who are sending wrong products to the customers, should be banned from here. People are loosing trust of Shopzilla. Do something about it we move on to something else. Thank you "
88f4752b-2eeb-4d51-8283-de36f6f3de92,I'm very disappointed for customer service... Nobody solved my problem ??
79036262-6d1b-4420-bcbb-5dd1850907fd,Good customer service 
c1ff9752-3878-49bd-97d1-5836745d07d9,Kindly take actions to delivery executives they mentioned wrong that i disagreed to recieve order. He cancelled my order by himself
cdba0867-d01a-421e-8c92-039b65761f65,Nice talking to u mansi
aca0cc96-cade-41ea-a226-0b3cc2b0e44d,Worst  seller recently experience from few recent orders 
4fcfe1ad-49b8-4b48-ae4a-076e77279d46,Good customer care service 
c52ba308-7845-4899-ac22-3bb4bacffb2a,Change your delivery agent who cancels orders at his own whim &fancyTrace the delivery boy whom I contacted on two days. He says he is definitely delivering but has the cheeks to cancel the order.Create a system for black dot on his performance.  The delivery agent needs to check for canceling the order. Make a system where cancelation can be done only by customer In case the delivery agent is doing he shbe able to do on an OTP from the customer It is 3 to 4 time this has happened to meFor their doings I have to go through the process of reordering.It is preposterous 
4747113a-2d39-4cc2-abd0-a3fc4a5c67c4,All executive are so sweet and very helpful
ac0db5bf-1f24-4471-a473-e4027a0407ed,Very nice effort by the executive.
d3aa6bbd-06ab-4e3f-8fc7-2155db3d1c48,"My problem are not solved but last time customer executive say please hold the call , but not fulfill my complain "
76656ed8-f9b5-4dde-8286-ea7e34cca4ff,Customer care representative was very very polite but our conversation couldn't get completed it's disconnected. I am much unhappy with product delivery and delivery boy attitude and taken 2350 rupees with words that I will have to give in office without payment they don't accept old mobile if you don't give I will cancel your product.
e5143800-e5b3-401b-a4b6-ec583741d581,Customer executive very polite & Resolved my issue 
7fcce7ef-fd87-485d-bd46-4aa6e63f45af,You're service is outstandingSorry to say but application me   fill hona chahiye ki aap ka product delivery hone k 24 hours me aap ki application me invoice download ka option aa jayega taki   dhoondhna na apde Me morning se dhoondh   hu ????Sorry don't mind customer service representative ne kaha uske baad pata   24 hour's me show hoga option 
1e9f65e8-aff7-4434-8018-0981484fe108,I have interacted with the most nice customer executive so far. It was a great experience with Shopzilla. Thank you.
75e9a0c5-9d0e-4f14-96a3-87e0c84a0e1c,Very good talking
fc091d2f-f422-4d36-8fd1-9b4f0846bc41,"I am very much disappointed, the behavior by Shopzilla.track record of a plus member doesn't matter.only matter policy. Only to mask up the fault of customer executive and delivery executive the customer is accused. It was already written in the complaint that the product was broken but only the word \""defective\"" is being highlighted. Basing on it til date the customer care is still misleading.if open Box doesn't allow replacement then why customer care approveokvereplacement re"
fa0b2f8a-34bc-4747-a642-e171f28f2299,This is the worst experience of talking to a customer support. He put my call on hold for nothing. I Hope it will improve in future.
c28f0c6c-ef6c-4203-b6bd-ccc48e7a3875,Good response from customer service 
347a7cc1-4b0f-408a-8ddc-ba7cd5e91cec,Shopzilla thank you so much customer service very good ?? information 
730f8672-2838-4ebb-af17-b9a40314b773,Good customer service excellent work but seller chatting with me
8fc40845-007d-4249-bbe4-2002362db7f8,Very humble person 
963f9d48-0534-44f2-b03a-1fd9a62a0241,The customer service associate was only reading the given script like a robot. He didn't used any skills to solve my problem. He also told me to cancel my order. 
dba03e1b-357b-4770-83e1-c077845eacb2,Shopzilla customer care support is very good and the executive understood with my problem and fix my issue and the reason my issue is bad quality product and defective and this 
841e34ab-b5ea-43be-adac-2e800142de90,Last time I talked a person who lovely manner and so friendly... Thank you sir
1aef276e-97da-4160-8b19-5b3eb52393d9,Not helpful Shopzilla customer careNot solved my problem.
3e7c6732-cc89-4c7c-aa56-6ae159e3b748,"I am writing this feedback with immense frustration and disappointment over the abysmal customer service experience I encountered while dealing with one of your agents. It is truly disheartening to see a company of your stature fail so miserably in resolving simple customer issues and providing basic information.Let me begin by stating that I had a rather straightforward inquiry regarding a recent purchase, but dealing with your agent has been nothing short of a nightmare. The agent I interacted with displayed a complete lack of knowledge and understanding of the issue at hand. It seemed as if they were either inadequately trained or simply uninterested in assisting me.Not only was the agent unable to provide any useful information, but their attitude was also dismissive and unprofessional. They showed no empathy towards my concerns and treated my problem as insignificant, which is deeply distressing as a loyal customer of Shopzilla.It is quite disconcerting that such incompetence exists within your customer service team, especially considering that customer support should be the backbone of any successful business. The lack of proper training and guidance is evident, and it reflects poorly on Shopzilla's commitment to customer satisfaction.Moreover, the agent's failure to resolve the issue only exacerbated my frustration. It is absurd that despite multiple attempts to seek assistance, I am still left in the dark without any resolution. I expected a much higher level of service from a reputed company like Shopzilla, and I feel utterly let down.This experience has not only wasted my time but also tarnished my perception of Shopzilla as a reliable e-commerce platform. It's clear that the company needs to invest significantly in improving its customer service processes and ensuring that its agents are adequately equipped to handle customer queries and issues effectively.I am seriously contemplating whether I should continue using Shopzilla for my future purchases, as this unpleasant experience has eroded my trust in your brand. I sincerely hope that this feedback will serve as a wake-up call for Shopzilla to take immediate action in rectifying its customer service shortcomings.In conclusion, I urge Shopzilla to address this matter urgently and implement measures to ensure that such appalling customer service is not repeated in the future. As a loyal customer, I deserve better treatment, and I hope Shopzilla can live up to the expectations it has set for itself."
92e550d8-17ca-4673-aabb-abf9b1f5f058,I believe that MR.   is more responsible and knowledgeable that the people I talked earlier including your senior staff.He deserves to be in the senior position than the person whom I have talked earlier(senior person).
99308bd4-e28b-40f7-9362-84cc1197aef6,One of the worst customer service! Sadly I have to give this comment! I asked for return and refund! But all supervisors also failed to answer my question! One supervisor wantedly heard my voice and ignored as she is unable to hear anything from my end! And hung up! Pls check it and take further actions 
b131ed7e-8e49-4131-992b-cfc7a1437480,Best customer care he talking wd me friendly and he solve my issue without any failure thnk u so much 
2434e901-af5b-4107-bacf-49918a12b004,Great customer care
5041d409-ca14-43ef-b5ea-dbf560877227,Stop talking like a robot to your customers and actually help them!!!
0cbfdbd8-6992-4f79-9625-6d9d9cd5bc98,"No, there is no problem. Nice to talk to the customer care service. Nice experience."
8cf849f1-b118-4440-bf86-0305220589ec,I really thank you for the support and resolution given by Shopzilla executive  . Appreciated his work of resolution.
2f250454-ec9f-47ea-9111-339b196b5c8d,The customer care person who talk with me he is so geniune and nice
238b512e-ea11-4822-817f-fa378f9426f4,Sweet person ??  thank you Shopzilla 
1fb4279d-73e9-4fc0-9cf0-911352af120f,"Nice work by your site sir,i hope you are a genius person, Shopzilla company have a good workers, thanks for my question slove "
45fc58a9-8b23-4bb5-8587-ad3751e31f1e,Customer care executive is very iresposible first of all take call and don't answer the call for 10 minutes and playing some irritating songs at the time of call after answer the call simpy ask customer is not audible am I mad who on line before 15 minutes for listen this am not audible I want to raise a complaint against the executive give me her details 
9f118c8e-ecfe-457d-9505-ad1e522a0e67,Mr.   was very understanding and knowledgeable person . He's very patient during our whole conversation and tried his best to solve. so Thank you so much for your time and efforts. Have a good day 
7fb83b13-b79b-4f39-8125-f7ecaf28851a,Very good customer care services 
2bfe3e7a-6bd2-454d-b7be-117f2165db95,Shopzilla is wasting our time to make us talk their uneducated customer care executives who don't know anything as well as they don't any action to resolve our queries just waste our time to putting call on long holds
ab3fc46f-cee8-47d3-9f17-95ad4c4f846b,Shopzilla customer service very very good thank you you Shopzilla 
41d43a81-2df5-440e-8eab-d47c73d6de55,Please tell the seller's to recheck the product before packing and to give open box delivery at doorstep.. it will save our time and effort.. thank you. 
fbddbfd2-e6c9-4023-99cc-f55a71058e10,Very helpful staff
ce355ff7-3081-4acb-b8fc-00cd86438b47,Awesome executive
484deff1-922d-482c-807e-3372075e3dcc,Very polite executive and was very helpful. My concern was addressed properly and it was resolved as well.
f127dd82-2ae9-4d6b-b654-ae2faac710db,Customer service was brilliant 
bc2318f0-f2b8-49b9-b2dd-aa452489b511,"Customer care talking good pickup bay very bad behaviour, he is missbehaving me "
879aa2e3-7059-4624-b85f-644ef50e99ad,Telugu customer service is not working 
64662dd3-c16a-41fc-a2c9-6696875f4c3b,I could not Share my Issues Job card to Shopzilla as customer care executive guided. Pl help 
64c2490f-fc6f-4e9e-a11d-e146cdaa12f7,this exicutive was good.. I always prefer to talk to some male agent apart from any female agent because they have less knowledge and they are so much talkative but this one was excillent
521065ab-723a-40fa-9e2a-3e61d014b592,Very bad service my product is cancelled by seller without my permission.And customer care tells my product will be delivered.They tells wrong information to me
ac82b9f4-cd84-488a-9582-a8ae041a2d8f,Good person 
798ba6d9-597b-40bd-8d74-1adfffeb9ddb,You talked me nice
329464b4-600f-4e46-9645-a3773ceaa2b0,I am satisfied with customer service 
4114ec8e-8a62-463f-aa58-ac2220b3eda4,"Customer service agent  was very polite and resolved the issue, Thank you!"
d973133e-e40b-4431-8871-67009175b285,Customer support executive we talk I think  he is good job for customer & reputation of Shopzilla company 
3489638e-b925-442c-ac0c-6e76e10be625,Quick response from the customer service agent. Good job
98e9506b-ae5e-47f4-bc1d-f35a421c4d0b,Avoid to board  seller who doesnt have return policy
527767be-3bb7-43fd-be57-6e1993bcd5d8,Shopzilla and shopping customer care is too good
4797258d-f593-4d0d-9615-a0acf0152ea3,All good customer service 
814f4147-7c21-4705-b884-0bbb57ef00de,Good work customer service is very very good 
c3f3907e-9b23-41f6-bada-0f19bc42ad2c,Order placed but seller can not delivered  my product and cancel my order Shopzilla not any action those seller not good for customer
6f53d16f-1a93-44c0-a7ae-c7c8887ffa24,See if customer support don't have the number of delivery agent means it's worst management I think so u should focus on that resolve the issue
80ead19c-6c32-4f51-a46d-4877b335c1aa,"I have been shopping in Shopzilla for the last 8 years but this type of problem has happened for the first time in which the customer care is also getting date on date only and no solution is being given. When the mobile pickup is done, this type of act does not suit a big company like Shopzilla. Feels like mental harassment."
bce79f2b-7449-4a05-8099-b01d1b963041,Mr.   care agent is phenomenal...He is very intelligent polite and honest employee.He handle this case in very smart manner and resolve it with his words   appreciated ??
317bb931-9a3f-40ac-ba5c-9f257a1e5db1,Query resolved. Thanks to customer service. 
9e7ab4bc-76ae-4363-a550-85e6e1b21e9e,Talking behaviour was so good????
a630ffbe-3803-40e8-9bf4-e950441d62a2,"Kindly inform your sellers not to send old or used products. Shopzilla sellers are just wasting customers time, efforts and delivery resources. Really disappointed."
6f3118af-356e-4a9f-9b27-0dc77f9bf891,Fake seller
84785ba5-192d-4daf-83af-5104123df8d5,executive was very humble and polite and addressed my query 
e56534d1-cd94-45d6-8da1-7702874779c1,Very poor knowledge and talking sence was about zero completely frustrated to talk to her nonsense 
bbe6629b-0f9c-4b5e-828f-fe5e42f1af2b,  support executive eas so kind amd keen in resolving the issue. Every detail she shared was easily understandable. Such a kind person. Well done to Shopzilla in hiring such an executive 
84dc56f4-0e82-4d6f-a9be-cbba611debfe,It was worst customer care ever
dac9bb24-b15c-416f-b0ee-133803ffc6f7,Best agent 
3ad864f9-a68f-4be6-b626-36c537089c74,You coustomer support executive disconnected the call. Put some restrictions on them. Because we are not free to call you again and again.
c9fa4c5a-6e62-465e-aeb2-6eecc6f09608,"No matter call customer service, my query is still unresolved "
4b80e321-41e7-4a08-96a3-0505cc63c987,Let the authenticity of the product not fluctuate by letting the inauthentic sellers to fool the customer.
fb9e0b57-7b60-4c66-bb9a-f771408b9349,No. Overall customer executive support are good ??
02bc3b87-b8e3-48d6-94a5-67723f63ecf9,"i am very happy with the customer service who attended my call she very polite & professional \""appreciate\"""
3bcd7365-94bd-414b-8083-8976bdff0e79,satisfaction satisfied with customer care excusitive..
9d818a0b-7d1b-4605-b069-97d5bdd7267f,I am associated with Shopzilla from 3 months my experience is good product related and customer care deliver on time solve any issue and Shopzilla employees give good effort for customer and Shopzilla good communication with her customer??
916d5ffc-5037-4909-ae4e-b7dca45183ca,"It was all cool ?? the raw bananas (1kg) that i received are almost ripe now, and not fit to be made into a curry.. so, i had raised a return request for that, as i didn't notice it during the delivery.. the customer support executive was really helpful, as I wanted to know when they'd come back for the pickup.. but I was told that there won't be a pickup as they'll only refund the amount.. but you may please take the product back, as it's not needed ?? thank you so much for the swift response!"
3b339493-cf36-48e4-9db1-e17a0dd230b0,Very nice talking 
0e105820-3f04-4662-87b2-474417fa12aa,Customer care didn't help me and I had tried raise my issue that please deliver item in time but they didn't help even senior executive didn't help me she only says casually that please wait I m waiting for order from 22 of July but right now it is not deliver they are postponding the date of delivery but order has been not deliver.senior offficer has not any knowledge. And she voluntarily not tried to help .this system is very worst
f34e9b79-4581-4de5-8937-23cbeeae4507,Information provided by the executive was not correct.
942fef2a-a9ed-4aa5-8c34-5e860f14eb70,"My last 3 orders [grocery basket of 13 items, 8 items and 23 items] were canceled by seller. The orders were canceled after several days of waiting. This resulted in anxiety, mental agony and inconvenience. If I order grocery or any item on Shopzilla then its your duty to ensure the delivery. Very disappointed by the cancellation of last three grocery basket. Cancellation of orders doesn't enhance your brand value. I'm writing to request you all to kindly ensure the delivery of grocery basket of 11 items, order on 30th of July 2023."
39c9fb4f-a16b-4c18-ac42-762f7527aebd,Very good customer care they have tried and made effort to resolve my problem
bff51ea3-35a6-4010-abeb-f5206f4d7dca,Customer support executive was really polite and solved my payment related query asap.I am happy with Shopzilla Customer service ?? 
62f0d054-cd2f-4357-a9c6-a4ac2a3e5130,Nice executive officer
7c4bc09b-b49c-464a-bf8a-da6b5d914582,Very good response customer Care service very good
3094ef63-56c3-4117-8616-f472cc569cbf,executive was rude to me. it's very disappointing.
2aa42fe4-75fd-466a-85c6-e13bb88dbae3,Good information from Shopzilla customer service.Thank you 
ff9fc346-ee41-4e24-b63c-704c17223534,"She is good in reaching the customer and talk politely, she is good person "
1226281b-75a0-4216-97ef-2a41c21d83dd,Nice to talk
a62f965f-f931-475b-815c-a678e5352357,Customer executive talks & behaviour very politely I'm very happy ??
421e90c9-8198-4c0e-9778-bc8f5ddf0981,Bad service and very bad seller added for selling the product 
5341da00-38db-4711-9e7e-013ef51def21,Why don't we have a Telugu language customer care 
f5c8adb4-921d-4fe2-a37a-1adc42595f0e,Very very helpful customer care call service thank you Shopzilla team
390bde52-f2a7-42c3-bc78-aa999297d3e9,Thanks to Shopzilla staffs.
0f393a15-87bf-4dbd-9496-bf1ab586003c,Customer executive service was good..
45d063ca-3876-4ef9-abe6-b440a2c5a798,"Not customer care, support and Shopzilla support my wrong letter amount is not clear"
913b6a23-18ed-44ad-82cd-3683d485dca4,  i remember the name It was nice talking to you you are very soft over the call although call dropped in between I wish this call lasted for hrs but it's ok u r very polite over call thankyou to listening my stupid talks mridul
cf90dc7e-c4e1-420a-a5ff-d9300c3c620a,Shopzilla are now officially pioneers of bad customer service. Please improve
2dba7fb1-a0bd-4e42-8a28-5646e19388a0,Stop supporting sellers who sells fake copies 
b2e147e0-63fd-4c47-88c9-fbdd58b8f6f7,Nice experience very cooperative executive.
92b84103-af09-4a48-9944-ed0d4d2ec2a4,Very bad experience uneducated agents they didn't concern about their customers and the senior person also not good they didn't solved my issue 
9c8c19ae-f9b9-4a92-833c-ede48aedd233,Helpful person. 
112b0dcf-1081-4348-95a1-023a7c2b95ca,The way this customer support executive talk with me is excellent.He first listen with me what Is my problem then he briefly explain all the solutions in a simple manner .I want to give 5Stars to customer support executive ?????.
5a326494-f983-4ed4-beae-2c344aa0e6d7,No solution provided by executives they dont have any ethics to talk customer only time wasting
5c6ffd39-4115-429a-9f8a-4e93fdcb60e2,It would be nice if the customer service is in Other also
737567e0-e484-4fdb-bd36-5678c584c669,Very bad supporting staff
2bb78c36-eb95-4114-b515-080d39b13d43,Customer care is usually busy
417c76ad-8602-436c-88a0-fd2830fff413,Nice to talk 
6664e26f-11ff-4e59-b7ef-375839735ff7,"The customer executive was solved my problem within few minutes, thank you "
685aa4f4-3e07-45ac-a0cc-95d3499c3303,", customer service in care service not use a professional language abusing use your language and not proper working and Shopzilla totally fraud and theft and 420 and Chief total focus on fraud"
93b55653-dc28-4acc-a17b-1a2c8008d917,I don't get any support from your end because your executive was not able to give proper information about my product.it had happened earlier also. There is no lesser than 1 no.otherwise i would have given that. Service is pathetic never aspected from Shopzilla.
3d561da2-8adb-4152-8837-85aedbfaef3c,Customer service is very good
a1608499-ea00-437d-90dd-270275223b17,That person was nice nice to talk with him
08481707-2861-4129-9e55-20b34432c909,The delivery date of my product was today . But I didn't receive the product yet and on communicating I got to know that the delivery agent will unable to give me the product today.Amd today I have my train to other state. Now what should I do in this condition. Is this the service you are providing?
e749dca8-9a21-4260-82f3-98cea11e3a55,THE WAY OF COMMUNICATION OF CUSTOMER CARE IT WAS SO NICE POLITE HUMBLE KIND AND I WISH FOR YOUR BRIGHT FUTURE
b2209e99-ae77-4449-ad93-0de7c0e0d565,Allot otp for all products once customer received product then only give delivered message and also ask the feedback from the customer about the delivery executive..now a days their behaviours are very worst and not responding 
7c944f7c-8500-4171-81c6-6fcd1d09d923,Very bad service Shopzilla courier boy canceled the order without calling customer care no help And the order was after delivery since 4 days
a5747b93-ca41-4476-bbd3-b0a609193421,The executive was good at resolving my issue
